txId,betweenness
209598,0.0
213202,4.218728132662965e-06
213838,0.0
214899,2.3630446263323982e-07
215305,0.0
223265,3.0969376798431602e-06
235586,8.279884060574814e-06
237489,1.2952632884936805e-05
245992,0.0
248254,2.626473314010455e-07
264059,0.0
267167,3.4051667117186667e-07
267260,1.6896271378740442e-06
267262,3.2370474333320523e-09
268186,0.0
269873,1.0142713325626039e-05
272834,1.96678537156244e-06
278134,2.352200018333072e-06
281804,6.160436132606758e-07
286634,1.7861804492475692e-06
293323,5.633578757250644e-07
293346,0.0
295623,5.956167277330977e-07
312589,5.824455219994399e-06
312601,6.64212747681375e-08
314019,8.908123311614087e-06
314705,1.3815341836981074e-05
316862,1.1868849413185294e-06
324073,2.389673030335702e-05
327038,9.416413117230116e-06
328838,1.7377507747254014e-05
331848,0.0
332925,4.388989830297114e-07
332928,0.0
333180,4.992846661964619e-07
333469,9.562019100546427e-06
344903,0.0
346493,4.171326295986855e-07
350864,4.163959222517893e-06
362808,0.0
377642,1.4576555169022295e-05
385421,1.6032782421698353e-07
391137,2.6705298916450182e-05
398967,5.05314266575662e-07
399523,1.8034651712361656e-05
401547,0.0
411947,2.5293965850713725e-05
416248,0.0
423817,4.948475607130879e-06
424786,0.0
426765,1.010516910826037e-06
427963,0.0
432545,0.0
433530,6.516420910610326e-05
435833,2.1783572301131783e-06
439017,0.0
450096,7.53450695689357e-10
459148,0.00011850596613623103
461167,0.0
464474,0.0
475947,4.746127854659836e-06
488266,3.157494740431612e-05
489881,0.0
490390,0.0
490393,0.0
490400,0.0
490419,5.380549879381261e-06
490439,0.0
490440,0.0
490442,2.626473314010455e-07
494109,5.581116264365608e-11
494949,1.1162232528731215e-10
504131,5.251830404768037e-07
515758,2.2324675074711356e-06
515761,1.2941743684310998e-06
516531,5.393203257396213e-07
516532,2.0588397965488443e-06
517104,0.0
520060,3.198598584391708e-05
538213,8.504284930348853e-07
549558,2.942457580485338e-06
549581,1.0058794339007338e-06
557601,5.369504719265055e-07
560216,6.532138475813507e-07
563635,3.01194933825505e-06
565334,0.00012543198580459723
569900,1.4281055372039086e-05
586751,0.0
592294,1.4151880795138297e-05
593446,0.0
597793,8.169749610103664e-06
607145,8.860470291945562e-06
615165,0.0
628769,1.3039325133783703e-05
630850,0.0
632831,1.924564262185763e-06
632832,4.1125621428613315e-07
632833,3.0583601473978774e-06
632834,4.643734027712243e-07
632836,0.0
642998,0.0
643539,0.0
646566,1.2978823042569221e-05
658042,7.13923143376693e-06
658316,0.0
658523,0.0
659872,9.833845681931342e-06
659917,3.2419641480335163e-06
667148,1.4420282457263066e-06
669678,2.3630446263323982e-07
684075,3.2132451950384923e-06
691989,0.0
692149,1.6253512822294335e-06
694829,0.0
705092,0.0
707060,0.0
707637,0.0
708454,2.6513613928796514e-05
709696,4.213792378677829e-06
710390,2.6992032606550396e-07
711641,2.715771174240305e-07
719345,1.6648473986731192e-06
721686,9.539605005856878e-06
723464,0.0
723904,0.0
724443,3.7270946892502624e-07
724580,0.0
725171,1.1507139320717358e-06
725176,0.0
725203,6.780950889861788e-06
729302,0.0
730020,4.526919151291931e-06
732994,2.0740601089430266e-05
734964,1.4627930312690386e-06
735881,8.904192583192469e-06
736448,1.2612464771577057e-06
736907,2.1788677896083332e-07
743153,4.863628009231477e-07
743499,0.0
744045,0.0
752973,0.0
755602,0.0
757051,2.018121759449795e-05
757859,6.152546975559651e-05
758942,1.2361600837038058e-07
759036,0.0
759728,0.0
760733,2.626473314010455e-07
766177,0.0
770141,1.2447182084442191e-06
770539,2.3630446263323982e-07
772431,2.3176044921230276e-06
773613,3.3350734319573966e-06
774002,3.593201339521963e-05
776511,0.0
777480,2.5840568304012766e-07
792948,7.62920124622771e-05
793584,0.0001039942868006185
795670,3.8174835248260755e-07
797403,8.929786022984972e-10
797419,0.0
804767,0.0
808409,3.2661625072746504e-05
809149,0.0
811415,2.232446505746243e-10
814845,0.0
827907,4.328014373558381e-05
828482,7.559588750671683e-06
843185,5.254062851273783e-07
844152,0.0
845723,3.0618297562675243e-06
847323,3.412094941022942e-05
848971,0.0
850645,0.0
852232,2.239946809900181e-05
852350,0.0
860310,0.0
862692,5.9137507937218e-07
864126,0.0
864933,0.0
866821,0.0
870725,0.0
880701,0.0
880825,7.265931159723829e-06
880834,0.0
884950,0.0
886996,1.4818979905143562e-06
890133,7.413954845583273e-07
898054,1.3089950086443096e-06
905123,2.347142651537531e-05
905432,0.0
915064,0.0
915089,0.0
915126,0.0
924065,0.0
929579,0.0
929636,0.0
938571,0.0
940235,0.0
940881,0.0
946067,1.6798791134935838e-06
946073,2.786914516644604e-06
953812,0.0
962415,0.0
964011,8.340420145467964e-07
970318,1.1844492985848451e-07
971497,1.6853519419689689e-06
978887,3.4814453110529365e-05
978934,8.033902617105777e-06
989529,0.0
991424,1.3477923392308733e-06
992596,2.915399344690345e-05
992979,4.6722035442703175e-07
996158,5.251830404768037e-07
1001114,5.458336749326919e-06
1003609,2.907124286995674e-05
1005183,2.4267338537282483e-06
1005186,0.0
1007082,2.6231181163304004e-06
1009583,0.0
1009587,0.0
1009594,0.0
1011690,0.0
1013391,0.0
1041617,1.6866691462539299e-06
1044561,1.8255847653757297e-06
1048060,2.8096924134657253e-06
1050220,5.721110680045474e-06
1050841,2.262560110616724e-05
1052068,1.2765101463359723e-05
1054055,2.6638283439808957e-06
1061125,8.194440338834844e-06
1061971,1.8390590029202541e-06
1063451,0.0
1066031,1.1163643826999975e-06
1066033,7.797167035993129e-06
1071758,8.709466462436644e-06
1071985,0.0
1088383,2.2164125413705667e-07
1103451,2.957991620113772e-07
1104192,2.1956991051816626e-05
1104221,0.0
1108512,9.590365357044116e-06
1112981,2.7064755780811483e-06
1116757,3.464549799117459e-07
1119474,4.3677815884925245e-07
1122071,5.326395852672629e-07
1126385,0.0
1127922,1.981058428263011e-06
1134243,2.6386169837272285e-05
1134443,0.0
1153751,9.440095916123938e-06
1154526,1.0762804972240703e-05
1162551,1.7787415521034323e-05
1173126,0.0
1176536,4.9825611968855225e-09
1180975,1.980012595852532e-06
1183087,7.390443514467439e-06
1192279,2.6010281924531002e-05
1195632,5.975613945100649e-06
1212416,0.0
1219660,1.4439868582960627e-05
1234524,0.0
1239850,0.0
1246940,0.0
1255894,7.351682606225507e-08
1255910,0.0
1255926,3.7080936460445096e-07
1260460,5.7135408286064585e-06
1260557,6.496413205946678e-06
1261936,0.0
1262280,7.196336307589357e-06
1272315,9.230542482801107e-06
1275118,4.7584923416097885e-08
1276249,0.0
1280460,0.0
1282679,0.0
1282720,0.0
1283636,3.764721198016385e-06
1286098,3.699027840016905e-05
1286673,0.0
1300108,1.3110042104994812e-06
1300484,0.0
1300866,0.0
1314463,2.809840253468975e-06
1314464,1.7731576784781766e-06
1314467,3.536083642776762e-06
1314469,2.957991620113772e-07
1314792,0.0
1314835,0.0
1314836,0.0
1315478,0.0
1315771,0.0
1317133,5.312744172328934e-06
1317331,4.788925940919683e-07
1319500,0.0
1321992,2.5122940692008177e-09
1321993,1.276113471076084e-05
1321994,1.4890306577344367e-07
1322012,2.280939664325161e-07
1322014,4.999569701303072e-08
1338889,0.0
1340327,1.0267646696011438e-06
1340546,0.0
1342246,0.0
1343295,0.0
1347516,1.8787873639501426e-06
1348626,2.0729378331613597e-07
1351021,0.0
1351110,9.051122696533928e-06
1360579,1.3796034474369824e-06
1363087,0.0
1364199,6.17400117917049e-06
1367535,1.5800306968379069e-06
1367537,1.7601317646639382e-06
1367538,4.795346826024116e-06
1367540,4.964054650231278e-07
1376202,4.3171174552926716e-08
1377838,6.847546324893015e-08
1377839,6.27147852194549e-07
1377967,6.742311011626282e-07
1377970,3.755564068760707e-07
1377971,6.6457365631516e-08
1380777,0.0
1386449,0.0
1386485,4.3666653652396514e-07
1389412,0.0
1393275,1.7663015321606705e-06
1393277,2.0683982672638285e-06
1393280,0.0
1393458,8.422458241559098e-06
1393459,1.9780475638150556e-06
1393547,3.512363024463939e-08
1396330,0.0
1404240,3.796275283021486e-07
1408610,1.469582653117884e-07
1408612,3.580394531335656e-07
1409301,8.182587055782373e-07
1409302,4.510955954872161e-07
1409303,1.0511157488631293e-06
1411949,2.015041976403397e-06
1411978,1.5150471746323175e-05
1413134,5.250714181515163e-07
1414440,0.0
1416324,2.0844429134264635e-05
1425558,1.3565048844425123e-07
1427839,5.581145354425142e-06
1429839,0.0
1429934,1.60598626260063e-07
1429938,3.4822289566936724e-06
1429939,6.721485030552541e-08
1430129,2.2501051644460483e-06
1430130,3.9398017328849395e-07
1430131,1.0479381013477396e-06
1430440,0.0
1430679,2.595020550916022e-06
1430681,2.3479468391600056e-06
1430686,4.84750175267293e-08
1431029,1.0170219790888143e-06
1431031,9.164331650671878e-07
1431033,7.385913709475877e-09
1434321,8.43406265958455e-07
1434324,6.472348965052948e-07
1434533,0.0
1435212,0.0
1435388,5.517218468083147e-07
1435389,1.2173892912086284e-06
1435393,4.6331499003173714e-07
1435398,0.0
1435399,7.748692430001734e-08
1435402,3.713792353377768e-07
1437191,4.345316906952298e-06
1437193,3.8847538104068536e-08
1437194,1.0014258025860935e-07
1437197,8.374669520930858e-06
1437200,1.4154482256207226e-06
1437203,6.713916579343273e-07
1437206,1.3346139428337045e-06
1437209,0.0
1438395,1.8130138948587746e-06
1438396,1.7223996849384795e-07
1438443,1.1155343582432337e-07
1438445,2.511613238153511e-07
1438451,1.7296128466797466e-07
1439076,4.355225196727846e-07
1439078,2.205979765445821e-06
1439512,1.3973734680470527e-07
1440793,2.219144163928395e-08
1440796,2.278171347300542e-06
1441177,4.2251962437842515e-06
1441180,3.3877719433480348e-06
1441181,3.313416414935082e-09
1442175,6.64023023489891e-07
1443653,5.177271535804227e-09
1443657,4.899289588517388e-07
1443660,0.0
1445198,6.864207162784084e-08
1445201,1.6027777789053895e-06
1445203,1.1062633193100485e-06
1446978,4.725299910144961e-07
1446982,3.2383249824561215e-07
1452053,2.184511646931043e-06
1454780,0.00011431120308658635
1455042,4.420033165996218e-06
1455113,0.0
1456687,2.2744165000542723e-06
1464385,2.3946040660900378e-05
1494460,5.633578757250644e-07
1494462,0.0
1503261,1.4937526375133972e-05
1505035,1.6252699290857958e-06
1511111,0.0
1511133,2.626473314010455e-07
1517870,5.758042265584204e-06
1518045,0.0
1522922,4.87253774344175e-06
1525281,0.0
1528026,0.0
1532109,0.0
1533983,5.929377919262022e-07
1543164,1.548830679281204e-05
1548880,7.052484725243024e-06
1552366,4.257640181940218e-06
1552384,1.074466920587603e-05
1567673,1.2967785652656432e-06
1571950,6.697339517238729e-10
1573310,1.8338431821452514e-06
1574896,3.1315734610891216e-05
1574945,0.0
1574966,0.0
1582950,0.0
1583848,1.3298646284270962e-06
1585908,3.855477460453308e-06
1595982,4.071004658590346e-06
1597877,0.0
1599204,0.0
1605113,1.4940528197668652e-06
1607517,0.0
1608195,0.0
1610924,0.0
1618209,0.0
1619147,0.0
1627209,2.10115372520897e-06
1628986,0.0
1629658,2.626473314010455e-07
1630269,1.8137675567630255e-05
1631119,4.235016170227454e-05
1634059,3.1286127050547944e-06
1637503,8.870626190582697e-07
1641657,0.0
1649540,6.724138497930644e-06
1660423,7.907560583141948e-06
1666721,6.997412796818045e-07
1666726,1.0471132469490415e-07
1669730,2.1679788761596978e-06
1683483,7.112963141899607e-06
1698383,0.0
1699548,5.053142665756622e-07
1701690,1.828921664381859e-05
1710610,2.626473314010455e-07
1713432,0.0
1720404,8.821653644183046e-06
1721304,0.0
1722540,4.768752098720869e-06
1725015,0.0
1725570,1.728410700322779e-06
1729453,5.2466232993141414e-06
1729614,1.894914503472045e-05
1731587,9.81447853845134e-06
1732946,2.2918828077720274e-06
1739315,0.0
1743942,0.0
1744093,0.0
1744684,9.363462698784416e-05
1745268,0.0
1752606,9.568731826618212e-07
1753436,9.876442323996261e-07
1754564,6.484251901210551e-07
1757846,4.5948419983031325e-06
1776781,0.0
1778033,4.3665520245793505e-06
1785264,3.8174835248260755e-07
1787201,2.601211772625557e-06
1787219,0.0
1788698,1.0714518036370481e-05
1802943,3.746095522343388e-06
1803657,3.8503915339202364e-07
1803867,6.53325469906638e-07
1804435,2.1210408956293615e-06
1804439,2.5371512697014155e-06
1804442,6.238376168829942e-07
1804445,1.2875761746050305e-06
1804446,1.3056638767488475e-06
1804639,3.259982129063676e-07
1804640,1.918788322789396e-08
1804830,3.22048972958801e-08
1804832,1.2097048297681074e-06
1804835,1.4822519396765235e-06
1804837,1.0184914037676679e-07
1805067,7.730753431097374e-07
1805069,3.884686939469532e-07
1805107,2.134553723733586e-06
1805108,3.9387552619501115e-06
1805109,4.45986878696862e-07
1805110,0.0
1805309,1.7401849387225524e-07
1805313,1.9525393010834837e-06
1809374,2.5321568576949472e-08
1809394,2.8414318976964233e-06
1809797,0.0
1810621,0.0
1812418,6.229515878074288e-07
1812420,1.3113461834129838e-06
1812422,4.991742073109991e-07
1812423,0.0
1812424,0.0
1813316,6.325107532292482e-06
1813385,4.282310673998451e-06
1813992,2.138753243963594e-06
1814051,1.728017750405168e-06
1814547,2.975851192159742e-06
1820160,5.349996464638851e-06
1820459,3.663055364611127e-06
1838651,1.087495085793762e-06
1842803,7.453001702078183e-06
1842885,0.0
1843325,0.0
1843341,3.3486697586193644e-10
1843356,0.0
1843382,0.0
1843400,7.60761957995676e-07
1843769,7.64836264927505e-06
1843876,3.264394903027444e-07
1844160,4.3588518024695394e-07
1844173,3.264394903027444e-07
1844204,7.60761957995676e-07
1848064,0.0
1848554,0.0
1848637,0.0
1851761,2.1788677896083332e-07
1852527,2.1788677896083332e-07
1852545,0.0
1852829,2.2611214770248207e-06
1853181,2.1788677896083332e-07
1854409,7.5339752784207176e-06
1854538,0.0
1854629,2.1788677896083332e-07
1854649,2.1788677896083332e-07
1855142,0.0
1857358,1.520519315063766e-06
1857383,3.0186339133818546e-06
1858566,0.0
1859446,0.0
1862249,0.0
1862664,8.758436626900002e-07
1863327,1.251972239597654e-06
1863668,0.0
1865993,2.1788677896083332e-07
1866886,7.97014598224802e-06
1867192,0.0
1867423,9.74682299295171e-08
1867711,4.3566193559637933e-07
1870717,0.0
1871678,4.3566193559637933e-07
1871687,0.0
1874538,2.2031354576064185e-07
1875288,0.0
1876609,1.1149886390957042e-05
1876610,0.0
1876611,1.7861804492475692e-06
1876617,0.0
1876620,3.919828058359432e-06
1876622,3.441060588115202e-08
1876628,0.0
1876630,0.0
1876642,0.0
1877747,3.8174835248260755e-07
1877925,0.0
1879066,1.0682446008150037e-06
1879697,5.956167277330977e-07
1880111,0.0
1885253,0.0
1885756,2.426766799807936e-09
1885768,0.0
1891081,1.403626923030023e-05
1898405,6.92948571188917e-06
1904698,0.0
1910851,0.0
1910858,0.0
1910887,0.0
1913117,4.8692516699837986e-05
1917252,0.0
1917983,0.0
1921498,6.109633719798456e-06
1946706,0.0
1949234,0.0
1950060,0.0
1953446,8.707657595663221e-07
1954030,2.1788677896083332e-07
1954478,0.0
1955879,0.0
1956143,2.1788677896083332e-07
1961815,0.0
1962429,0.0
1962453,0.0
1963051,0.0
1964312,2.1788677896083332e-07
1965485,0.0
1966100,0.0
1969113,2.1788677896083332e-07
1969711,0.0
1969726,0.0
1969982,0.0
1971589,2.1788677896083332e-07
1971828,0.0
1972837,2.1788677896083332e-07
1972863,0.0
1973217,0.0
1974349,0.0
1974359,0.0
1977746,0.0
1981347,0.0
1981476,0.0
1981616,0.0
1982287,0.0
1984268,5.27748301946153e-05
1985515,0.0
1985680,0.0
1986315,0.0
1988705,0.0
1990159,0.0
1991249,8.173506630959422e-06
1991253,1.9741556750824808e-07
1991588,2.4245737089823482e-05
1994274,0.0
1995574,1.807165446401584e-07
1998461,0.0
1998937,0.0
1999185,0.0
1999612,0.0
1999706,1.335452781032561e-06
2000606,0.0
2000621,2.1788677896083332e-07
2001909,2.1788677896083332e-07
2002878,0.0
2002929,0.0
2003132,2.1788677896083332e-07
2003186,0.0
2004237,0.0
2006820,0.0
2008849,0.0
2009904,1.5796537156916944e-05
2013749,0.0
2017488,0.0
2017643,0.0
2017663,0.0
2019242,0.0
2019251,5.581116264365608e-11
2021289,9.553010672505799e-08
2021582,1.483283967720007e-07
2023346,0.0
2023657,0.0
2025712,0.0
2026058,0.0
2026708,0.0
2026736,0.0
2028876,1.08887578317773e-07
2029619,0.0
2029633,2.1788677896083332e-07
2029796,0.0
2032532,0.0
2033235,0.0
2035739,3.1860538029753616e-06
2039127,2.183368291226538e-07
2042420,0.0
2045538,0.0
2045547,0.0
2048876,5.551132988768325e-08
2049541,0.0
2052234,7.109573489633356e-07
2055495,3.846068868785605e-06
2057438,1.1380340862877425e-05
2058674,0.0
2060002,7.187636897769137e-06
2060908,0.0
2062399,0.0
2062659,0.0
2063781,0.0
2064886,3.3491854494468545e-05
2067048,1.289795968694892e-06
2067049,1.6834912317934477e-05
2067451,5.512330957256775e-07
2067521,3.6370412418391726e-06
2067822,0.0
2070455,2.969145683005809e-05
2070973,1.08887578317773e-07
2072876,5.581116264365608e-11
2072898,5.581116264365608e-11
2074735,0.0
2080757,0.0
2082225,0.0
2082773,0.0
2084813,0.0
2088320,0.0
2088356,0.0
2089013,0.0
2089862,0.0
2089899,0.0
2090326,9.053532143662409e-06
2092772,5.581116264365608e-11
2093466,0.0
2093488,2.1788677896083332e-07
2094121,9.314883045226199e-07
2094152,0.0
2094321,0.0
2094849,2.1788677896083332e-07
2095475,1.165494362003353e-06
2095511,0.0
2096080,3.5813379301134933e-07
2096708,0.0
2097089,1.1162232528731215e-10
2098116,2.1788677896083332e-07
2102087,0.0
2102129,3.344615799995593e-07
2102739,9.075785366786368e-08
2102747,2.8719118799052577e-07
2102756,1.5630826351841926e-07
2103329,3.0453766191858514e-07
2103338,1.779445902288569e-08
2103984,3.480021994319818e-07
2104047,0.0
2106136,0.0
2106152,1.4907529103528206e-06
2106177,0.0
2106217,0.0
2106479,0.0
2106916,2.1788677896083332e-07
2106947,2.1788677896083332e-07
2106984,1.7967985803277476e-06
2107102,3.033500840161072e-07
2107695,9.370148599393492e-07
2107889,1.1498311162518075e-07
2108474,2.902724495502508e-07
2108652,7.444920853223499e-07
2109032,4.261015190195311e-07
2109055,4.406822825598967e-07
2137335,0.0
2141691,0.0
2142392,3.3486697586193644e-10
2142628,0.0
2144054,0.0
2144073,2.1788677896083332e-07
2145446,0.0
2145778,5.581116264365608e-11
2145788,8.371674396548411e-11
2145800,8.557711605360602e-10
2145811,2.1113362828095092e-07
2145822,7.1624325392692e-10
2146540,1.1162232528731215e-10
2146911,0.0
2148464,0.0
2148470,4.3566193559637933e-07
2148479,0.0
2149874,0.0
2158556,0.0
2158849,0.0
2162843,0.0
2163306,4.3566193559637933e-07
2163315,0.0
2163728,0.0
2163735,1.1720344155167776e-09
2169255,0.0
2172067,0.0
2173888,0.0
2173958,0.0
2174300,0.0
2176160,0.0
2176913,0.0
2177492,0.0
2177497,0.0
2177814,0.0
2178587,0.0
2179785,0.0
2180395,0.0
2180401,0.0
2182123,1.1720344155167776e-09
2184080,0.0
2184140,0.0
2184771,0.0
2184889,8.559372772406317e-06
2185374,0.0
2185383,0.0
2185967,0.0
2185989,0.0
2186019,0.0
2188131,9.48519025923181e-09
2188145,2.1788677896083332e-07
2191925,8.717486202738806e-06
2191929,2.1884669765884596e-06
2193235,0.0
2193317,2.1788677896083332e-07
2193976,0.0
2193989,2.1788677896083332e-07
2196028,0.0
2203488,1.6199507110354917e-06
2203810,8.22820307617812e-07
2203811,2.505281435399813e-07
2203814,2.0590270714518993e-07
2203815,1.5122866390277683e-07
2203817,1.4927946538269418e-09
2203819,2.9516776862668015e-07
2203919,2.8015822452423703e-06
2203921,6.315416685845287e-06
2204059,2.4724463185142662e-06
2204060,4.5373638568532806e-07
2204061,3.1917587614327466e-08
2204975,0.0
2205152,1.3830007682578542e-07
2205153,8.368096684731931e-08
2206944,8.86501669481608e-07
2207057,0.0
2207063,0.0
2207585,0.0
2207901,9.60502620009929e-08
2207902,4.18786491385724e-07
2207904,4.171326295986856e-07
2208224,2.1788677896083332e-07
2208944,0.0
2209356,1.707728918105412e-06
2210421,0.0
2210423,4.650606817505826e-07
2211073,1.4556720124417669e-07
2211076,1.2517036107646863e-06
2212348,0.0
2212350,1.3132220932647668e-06
2212353,3.3755525753144855e-07
2212355,3.008611064809673e-07
2213779,0.0
2214946,3.1479107020442954e-07
2214966,0.0
2214968,0.0
2217421,2.14073118443053e-06
2217450,0.0
2217996,3.8508038126089e-05
2218496,1.3053114719098284e-06
2218913,9.37005487712334e-07
2218914,1.015307085589743e-07
2218916,1.2204495932160112e-06
2218917,1.356073826203856e-07
2218979,0.0
2218993,0.0
2220000,1.3581900545691838e-06
2220002,4.4253453390560423e-07
2220004,3.6656687867247946e-06
2220006,1.2677179710577194e-06
2220007,1.936500175869557e-06
2220008,7.009941203680544e-07
2224627,1.1431290973510106e-06
2224631,5.9949325153355024e-06
2224633,2.152362459735319e-08
2224634,3.851376983413747e-07
2226585,0.0
2226590,3.8356352015999605e-06
2226591,0.0
2226596,9.542141413273392e-05
2227014,6.418523713940858e-06
2228301,1.6401992047847255e-06
2228303,9.39490637535201e-07
2230335,0.0
2232001,1.954506915780836e-06
2232003,4.34453484025534e-06
2234847,6.000212943946381e-07
2235715,2.9070750459533696e-06
2236818,9.051075971313878e-09
2236820,5.884838507319102e-07
2240553,1.980726264019962e-06
2240554,6.229188231907567e-07
2240556,1.1051237085128015e-05
2240971,0.0
2244527,2.207485865252458e-06
2244529,1.959751421668446e-06
2249531,0.0
2254170,8.456608650373144e-06
2256959,2.001836833240799e-08
2258240,7.104218838957457e-07
2262862,2.5006645511923158e-05
2263486,4.3566193559637933e-07
2263906,1.1953167079379577e-05
2268197,3.1203868970664596e-05
2272609,9.106049319674588e-06
2273501,0.0
2275025,0.0
2277706,0.0
2291756,2.67570509764437e-05
2291837,0.0
2292687,0.0
2300731,3.6219762950967937e-06
2302253,0.0
2303911,0.0
2303962,0.0
2303982,0.0
2304764,2.1788677896083332e-07
2306369,0.0
2307236,0.0
2307242,0.0
2307866,5.130281063962984e-07
2311553,0.0
2311555,3.6627872329832e-06
2312675,0.0
2312940,0.0
2315358,0.0
2317662,0.0
2317702,0.0
2327179,0.0
2343907,3.2287109628996268e-06
2344688,7.429889696997704e-06
2346844,5.104106505175789e-06
2346845,2.1797041718647893e-07
2347070,2.9891647228198213e-05
2351477,3.613214669550294e-07
2362935,0.0
2363444,2.657515116194492e-06
2364754,2.6683316859931974e-06
2365784,2.7018665718616203e-05
2376671,0.0
2379112,3.1845022404334876e-06
2380190,0.0
2393072,0.0
2398873,0.0
2398950,6.356701326735382e-06
2400599,2.136070818709991e-05
2400601,3.012458193082581e-06
2401209,4.007309029266184e-05
2401702,2.763306290333459e-05
2402310,1.0128214046510873e-07
2418304,7.843689371847006e-05
2421852,0.0
2422228,1.3631318364086561e-06
2424689,1.0459832637409596e-05
2430169,0.0
2431946,2.268714142264703e-06
2437095,0.0
2439788,4.894270564806557e-06
2443153,2.1788677896083332e-07
2445347,1.0154160445509498e-06
2445441,8.341536368720837e-07
2445462,1.4924515554070297e-07
2445990,1.878867195928222e-07
2446209,3.7590423774146457e-06
2451335,2.49973404149155e-06
2453685,1.9718331964305113e-06
2461420,0.0
2462027,6.428113025695848e-06
2462254,6.15492623032039e-07
2462784,9.116294221671806e-07
2470988,1.7688086547688941e-06
2473682,2.464174659054537e-05
2497933,0.0
2503479,5.197846606000653e-06
2503693,1.3213819542256127e-07
2504438,8.502977960422188e-07
2505200,4.171326295986855e-07
2512477,4.90048084685849e-05
2512724,5.3217779521022224e-05
2514066,0.0
2515395,7.49085000271489e-08
2515396,4.794145246138438e-07
2517520,1.0085084120479428e-05
2524742,0.0
2532851,0.0
2535853,0.0
2536302,3.555090590735602e-06
2541323,1.2290102994765329e-05
2542393,0.0
2544057,8.203533183187989e-06
2566132,2.9117078812592275e-05
2567175,0.0
2577047,4.120191233667935e-08
2586466,5.6898477568110875e-08
2591329,0.0
2594742,1.7030749313244622e-06
2595204,1.4954496860770932e-05
2596943,0.0
2599245,6.030523802476246e-07
2607210,1.0104052885007496e-06
2607362,1.355998243181953e-07
2607366,1.6413081503214468e-08
2607367,5.030795593940358e-07
2607369,1.4518515874581005e-07
2607435,2.1484975962859236e-06
2607443,2.9560265080578805e-06
2610996,5.151409812270345e-07
2615860,0.0
2622168,2.957991620113772e-07
2642398,0.0
2644634,2.2689093984227043e-05
2650746,0.0
2657557,7.449341074627778e-07
2666217,0.0
2671572,7.192580971257329e-07
2678886,5.892704940482887e-06
2683636,1.840519855514755e-06
2692055,5.8260194658464e-06
2692877,0.0
2694277,5.25294662802091e-07
2706536,8.895976113288909e-06
2706899,2.9313574560111265e-06
2711502,3.296955527832131e-05
2713066,0.0
2713138,0.0
2713190,0.0
2713749,0.0
2713959,0.0
2713996,0.0
2714634,0.0
2715007,3.080776177929815e-07
2715125,0.0
2715611,0.0
2716232,6.697339517238729e-10
2716244,2.3760010820978448e-08
2716819,0.0
2717498,3.313578300453888e-05
2718035,0.0
2718195,0.0
2720163,5.205620080721143e-07
2724235,2.4737508068294456e-06
2724236,5.844320301058925e-06
2730573,1.7227696242505834e-06
2744277,9.070500853800881e-07
2745099,1.3697475025901263e-05
